,X,location,Weeks,CFR,TotalCasepm,NewCases,Age65Older,PopulationDensity,TotalTestpt,GDP,Vaccinationph,SI,GHSI,WGI,ï..iso_code,continent,Obesity_rate,Vaccinationph2,Count
22410,22417,Venezuela,116,0.01092973,18263.91,253.8571,6.614,36.253,NA,16745.02,NA,28.7,23,-1.41,VEN,South America,25.6,133.78,0
4945,4969,Croatia,116,0.01430541,264212.5,1319.857,19.724,73.726,1119.787,22669.8,129.1143,27.49571,53.3,0.5,HRV,Europe,24.4,129.1143,0
9168,9086,Indonesia,116,0.02607055,20954.59,25792.14,5.319,145.725,210.9283,11188.74,128.5617,62.82,56.6,0.18,IDN,Asia,6.9,128.5617,0
1331,1370,Azerbaijan,116,0.01207308,76215.04,316.5714,6.018,119.309,640.7817,15847.42,127.196,59.08,34.2,-1.5,AZE,Asia,19.9,127.196,0
1633,1560,Bangladesh,116,0.0149344,11377.32,433.2857,5.098,1265.036,79.99214,3523.984,127.182,18.24429,35,-0.73,BGD,Asia,3.6,127.182,0
9017,8910,India,116,0.01199057,30321.86,4672.143,5.989,450.419,549.5564,6426.674,126.2957,55,46.5,0.38,IND,Asia,3.9,126.2957,0
11131,11092,Laos,116,0.004373796,19173.37,229.7143,4.029,29.715,132.9955,6397.36,126.08,71.42429,43.1,-1.74, , ,5.3,126.08,0
22261,22186,Uzbekistan,116,0.006908944,6842.489,53.14286,4.469,76.134,NA,6253.104,125.81,49.07,34.3,-1.62,UZB,Asia,16.6,125.81,0
14130,14058,Nepal,116,0.01222149,32001.74,73.85714,5.809,204.43,217.23,2442.804,124.1525,28.87286,20.8,-0.13, , ,4.1,124.1525,0
17720,17754,Serbia,116,0.008017255,280608,2232.286,17.366,80.291,1287.989,14048.88,123.4667,36.11,52.3,NA,SRB,Europe,21.5,123.4667,0
15932,15843,Paraguay,116,0.02868881,95018.03,343,6.378,17.144,383.5147,8827.01,120.69,29.77,35.7,0.05,PRY,South America,20.3,120.69,0
16237,16252,Philippines,116,0.01555003,31740.33,729.6667,4.803,351.873,234.8717,7599.188,NA,58,47.6,0.04,PHL,Asia,6.4,116.25,0
1784,1805,Belarus,116,0.007059787,97728.12,1452.714,14.799,46.858,1309.737,17167.97,115.86,17.59,35.3,-1.35,BLR,Europe,24.5,115.86,0
17118,17135,Russia,116,0.02087658,115790.8,71159,14.178,8.823,1919.353,24765.95,111.4117,35.43714,44.3,-1.06,RUS,Europe,23.1,111.4117,0
8712,8679,Honduras,116,0.02607024,39695.16,145,4.652,82.805,NA,4541.795,NA,30.67143,27.6,-0.51,HND,North America,21.4,110.81,0
10534,10565,Kazakhstan,116,0.01363022,71769.79,187.5714,6.991,6.681,NA,24055.59,NA,62.04,40.7,-1.17,KAZ,Asia,21,107.6771,0
21050,21016,Tunisia,116,0.02766524,81754.08,2561.286,8.001,74.228,358.9845,10849.3,105.3083,46.68,33.7,0.21,TUN,Africa,26.9,105.3083,0
2236,2210,Bolivia,116,0.02397236,73244.34,363.4286,6.704,10.202,324.2929,6885.829,104.0971,28.34143,35.8,-0.04,BOL,South America,20.2,104.0971,0
20145,20076,Tajikistan,116,0.007028,1787.037,0,3.466,64.281,NA,2896.913,101.69,15.74,32.3,-1.69, , ,14.2,101.69,0
18172,18206,Slovakia,116,0.008474122,391460.5,11611.14,15.07,113.128,9156.25,30155.15,101.3,38.8,47.9,0.88,SVK,Europe,20.5,101.3,0
20900,20865,Trinidad and Tobago,116,0.0280344,85319.8,409.1429,10.014,266.886,420.0474,28763.07,99.91714,49.57857,36.6,0.57,TTO,North America,18.6,99.91714,0
260,225,Albania,116,0.01278815,95784.4,93.42857,13.188,104.871,558.1392,11803.43,95.93,35.19,52.9,0.21,ALB,Europe,21.7,95.93,0
11437,11398,Lebanon,116,0.009413378,196603.1,1149.571,8.514,594.561,NA,13367.57,94.90857,45.60714,43.1,-0.5,LBN,Asia,32,94.90857,0
20601,20528,Timor,116,0.005667414,16969.92,6.857143,3.556,87.176,NA,6570.102,NA,43.53,26,0.34, , ,3.8,94.31,0
15334,15342,Pakistan,116,0.01997924,6426.451,686.4286,4.495,255.573,115.2192,5034.708,92.482,56.58857,35.5,-0.8,PAK,Asia,8.6,92.482,0
10385,10290,Jordan,116,0.008417021,145990.2,2349.857,3.81,109.285,NA,8337.49,86.2,20.37,42.1,-0.7,JOR,Asia,35.5,86.2,0
16963,16982,Romania,116,0.02309432,141030.2,4274.429,17.85,85.129,1099.946,23313.2,84.96714,37.69714,45.8,0.46,ROU,Europe,22.5,84.96714,0
13825,13829,Myanmar,116,0.03233615,11068.82,1329.286,5.732,81.721,135.423,5591.597,83.98,78.7,43.4,-0.89,MMR,Asia,5.8,83.98,0
8119,8021,Guatemala,116,0.02151063,44523.97,1933.429,4.694,157.834,228.4733,7423.808,83.82,58.89714,32.7,-0.34,GTM,North America,21.2,83.82,0
21497,21503,Ukraine,116,0.02225449,128619.7,4702.143,16.462,77.39,NA,7894.393,NA,32.52,38,-0.01,UKR,Europe,24.1,79.77,0
7510,7421,Georgia,116,0.01004918,434435.6,1803.714,14.864,65.032,3594.595,9745.079,75.51333,43.52,52,0.25,GEO,Asia,21.7,75.51333,0
873,818,Armenia,116,0.02027341,151558.2,136.7143,11.232,102.931,1047.231,8787.58,NA,NA,50.2,-0.11,ARM,Asia,20.2,73.46,0
15484,15492,Palestine,116,0.008557023,124070,550.8571,3.043,778.202,NA,4449.898,68.76,22.22,21.9,NA,PSE,Asia,NA,68.76,0
6001,6023,Egypt,116,0.04924529,4430.834,982.4286,5.159,97.999,54.917,10550.21,NA,39.81,39.9,-1.28,EGY,Africa,32,63.995,0
13227,13229,Moldova,116,0.02233891,154472.8,427.2857,10.864,123.655,NA,5189.972,63.796,38.04,42.9,-0.11,MDA,Europe,18.9,63.796,0
2834,2840,Bulgaria,116,0.03252046,162801.5,1754.714,20.801,65.18,1348.79,18563.31,63.61,43.85,45.6,0.32,BGR,Europe,25,63.61,0
2386,2407,Bosnia and Herzegovina,116,0.04177888,115191.2,159.4286,16.569,68.496,NA,11713.9,NA,36.11,42.8,-0.24,BIH,Europe,17.9,59.53,0
13678,13638,Mozambique,116,0.009756302,6828.849,8.857143,3.158,37.728,39.7932,1136.103,NA,37.96,28.1,-0.47, , ,7.2,57.83,0
2533,2459,Botswana,116,0.009922334,100349.8,0,3.941,4.044,NA,15807.37,54.7,13.89,31.1,0.47,BWA,Africa,18.9,54.7,0
18630,18550,South Africa,116,0.02702297,61535.78,1536,5.344,46.754,391.7596,12294.88,53.625,40.74,54.8,0.66,ZAF,Africa,28.3,53.625,0
11875,11837,Libya,116,0.01265448,73153.02,383.8571,4.424,3.623,NA,17881.51,49.292,44.65,25.7,-1.52,LBY,Africa,32.5,49.292,0
23007,22919,Zimbabwe,116,0.02251486,14695.86,577.8571,2.822,42.729,131.5497,1899.775,48.69714,53.27571,38.2,-1.13,ZWE,Africa,15.5,48.69714,0
10079,10039,Jamaica,116,0.02207372,45344.67,23.57143,9.684,266.879,307.2177,8193.571,48.45571,60.19,29,0.62,JAM,North America,24.7,48.45571,0
559,585,Angola,116,0.0192268,2776.713,15.57143,2.405,23.89,41.7282,5819.495,47.35,54.95,25.2,-0.92,AGO,Africa,8.2,47.35,0
10984,11013,Kyrgyzstan,116,0.01478428,30260.73,15.42857,4.489,32.333,NA,3393.474,42.03857,36.11,49.3,-0.37,KGZ,Asia,16.6,42.03857,0
12770,12676,Mauritania,116,0.0167138,12383.76,2.714286,3.138,4.289,194.8188,3597.633,NA,43.52,27.5,-0.85,MRT,Africa,12.7,40.9,0
8268,8220,Guinea,116,0.01208322,2627.407,4.285714,3.135,51.755,47.523,1998.926,NA,57.6,32.7,-0.75,GIN,Africa,7.7,39.67,0
9472,9487,Iraq,116,0.0108542,51893.52,735.1429,3.186,88.125,NA,15663.99,38.24,45.73,25.8,-0.99,IRQ,Asia,30.4,38.24,0
7815,7840,Ghana,116,0.009000113,4788.524,93.28571,3.385,126.719,71.5325,4227.63,NA,49.83,35.5,0.58,GHA,Africa,10.9,37.75,0
11577,11616,Lesotho,116,0.02130791,14186.18,1.285714,4.506,73.562,179.372,2851.153,NA,34.16,30.2,0.08, , ,16.6,37.21,0
21347,21354,Uganda,116,0.02197679,3458.636,18.57143,2.168,213.759,54.06075,1697.707,36.11,46.12857,44.3,-0.67, , ,5.3,36.11,0
4794,4714,Cote d'Ivoire,116,0.009747886,2896.113,6.857143,2.933,76.399,51.9948,3601.006,35.655,21.3,35.5,-0.22,CIV,Africa,10.3,35.655,0
13974,14005,Namibia,116,0.02550814,61294.6,11.71429,3.552,3.078,379.8224,9541.808,31.73,28.7,35.6,0.49, , ,17.2,31.73,0
10684,10701,Kenya,116,0.01745958,5980.239,16.42857,2.686,87.324,64.1675,2993.028,31.318,55.25857,47.1,-0.36,KEN,Africa,7.1,31.318,0
20751,20676,Togo,116,0.007385342,4162.161,4.428571,2.839,143.366,80.696,1429.813,30.9,43.52,32.5,-0.74,TGO,Africa,8.4,30.9,0
411,371,Algeria,116,0.02584585,5907.975,33.71429,6.211,17.348,5.219,13913.84,30.52,53.56143,23.6,-0.98,DZA,Africa,27.4,30.52,0
6298,6234,Equatorial Guinea,116,0.01151575,9487.811,1.285714,2.846,45.194,286.029,22604.87,27.91,NA,16.2,-1.86,GNQ,Africa,8,27.91,0
8415,8427,Guinea-Bissau,116,0.02083664,3816.186,3.285714,3.002,66.191,NA,1548.675,26.52,NA,20,-0.67, , ,9.5,26.52,0
2087,2058,Benin,116,0.006133584,1990.21,0,3.244,99.11,NA,2064.236,22.92,38.84286,28.8,0.27,BEN,Africa,9.6,22.92,0
7211,7233,Gabon,116,0.006371091,19907.34,3,4.45,7.859,673.656,16562.41,NA,38.63571,20,-0.95,GAB,Africa,15,22.84,0
17866,17793,Sierra Leone,116,0.01630637,890.7694,0.2857143,2.538,104.7,45.302,1390.3,21.61,45.76,38.2,-0.18,SLE,Africa,8.7,21.61,0
6751,6706,Ethiopia,116,0.01594451,3801.352,40.57143,3.526,104.957,37.6792,1729.927,21.3375,40.74,40.6,-1.16,ETH,Africa,4.5,21.3375,0
11725,11643,Liberia,116,0.03980735,1392.797,1.142857,3.057,49.127,NA,752.788,NA,44.19,35.1,-0.04,LBR,Africa,9.9,16.6,0
3740,3702,Central African Republic,116,0.007891061,2566.7,13.57143,3.655,7.479,NA,661.24,16.14,24.07,27.3,-1.19, , ,7.5,16.14,0
22859,22771,Zambia,116,0.01260407,15691.41,208,2.48,22.995,169.0927,3689.251,15.29667,13.89,28.7,-0.32,ZMB,Africa,NA,15.29667,0
19846,19770,Syria,116,0.05625559,2489.361,60.14286,NA,NA,NA,NA,NA,26.85,19.9,-1.96,SYR,Asia,NA,14.76,0
5546,5530,Djibouti,116,0.01215122,13876.96,2.142857,4.213,41.285,259.6187,2705.406,NA,52.78,23.2,-1.35,DJI,Africa,13.5,14.34,0
109,16,Afghanistan,116,0.04359175,4254.575,239.8571,2.581,54.422,NA,1803.987,13.61,18.25286,32.3,-0.99,AFG,Asia,5.5,13.61,0
4495,4521,Congo,116,0.01573296,4024.166,3,3.402,15.405,NA,4881.406,NA,21.13,23.6,-1.18,COG,Africa,9.6,13.61,0
7359,7297,Gambia,116,0.03053263,4417.757,2.142857,2.339,207.566,58.329,1561.767,NA,13.89,34.2,-0.2,GMB,Africa,10.3,13.38,0
19392,19398,Sudan,116,0.07233465,1314.305,12.71429,3.548,23.258,NA,4466.507,13.08,8.33,26.2,-1.84,SDN,Africa,8.6,13.08,0
14879,14840,Nigeria,116,0.01233547,1165.513,36.42857,2.751,209.588,21.18,5338.454,12.62,36.00286,37.8,-0.41,NGA,Africa,8.9,12.62,0
17569,17574,Senegal,116,0.02287204,4952.681,7.571429,3.008,82.328,61.713,2470.58,NA,26.85,37.9,0.24,SEN,Africa,8.8,11.92,0
18476,18485,Somalia,116,0.05133939,1499.019,7,2.731,23.5,NA,NA,NA,41.67,16.6,-1.83,SOM,Africa,8.3,10.325,0
2983,2886,Burkina Faso,116,0.01807142,915.199,0,2.409,70.151,14.68167,1703.102,10.28,13.89,30.1,-0.04,BFA,Africa,5.6,10.28,0
14728,14646,Niger,116,0.03501712,334.5219,2.142857,2.553,16.955,9.1292,926,10.2,16.67,32.2,-0.58,NER,Africa,5.5,10.2,0
12318,12350,Malawi,116,0.03065219,4187.039,13.28571,2.979,197.519,27.6552,1095.042,NA,39.55,28,-0.06,MWI,Africa,5.8,9.433333,0
12621,12582,Mali,116,0.02384398,1345.514,2.142857,2.519,15.196,NA,2014.306,7.68,40.74,29,-0.31,MLI,Africa,8.6,7.68,0
20294,20303,Tanzania,116,0.0237315,513.7623,15.14286,3.108,64.699,NA,2683.304,NA,13.89,36.4,-0.36,TZA,Africa,8.4,6.78,0
15782,15805,Papua New Guinea,116,0.01539284,4090.164,16,3.808,18.22,NA,3823.194,5.53,42.85429,27.8,0.04, , ,21.3,5.53,0
18932,18859,South Sudan,116,0.008059433,1559.256,7.285714,3.441,NA,32.04033,1569.888,NA,36.11,21.7,-1.98, , ,8.6,4.8,0
3435,3384,Cameroon,116,0.0161412,4274.546,0,3.165,50.885,92.209,3364.926,4.56,22.22,34.4,-1.1,CMR,Africa,11.4,4.56,0
12171,12074,Madagascar,116,0.02151408,2153.612,18.85714,2.929,43.951,13.897,1416.44,4.25,46.3,40.1,-0.31, , ,5.3,4.25,0
3888,3922,Chad,116,0.0261775,409.5253,0.4285714,2.486,11.833,11.771,1768.153,2.33,32.39,28.8,-1.45, , ,6.1,2.33,0
22711,22626,Yemen,116,0.181451,349.5563,1.571429,2.922,53.508,NA,1479.147,2.33,26.85,18.5,-1.75, , ,17.1,2.33,0
8563,8461,Haiti,116,0.02715685,2625.907,8,4.8,398.448,15.91025,1653.173,2.08,39.81,31.5,-0.75,HTI,North America,22.7,2.08,0
5243,5185,Democratic Republic of Congo,116,0.01548902,870.5179,21.71429,3.02,35.879,NA,808.133,NA,39.81,26.5,-1.51,COD,Africa,6.7,0.86,0
3129,3099,Burundi,116,0.000995312,2962.004,14.85714,2.562,423.062,113.0833,702.225,NA,25.79143,22.8,-1.65,BDI,Africa,5.4,0.07,0
6446,6359,Eritrea,116,0.01060185,2637.127,1.714286,3.607,44.304,6.544,1510.459,NA,NA,22.4,-2.18, , ,5,0,0
16689,16590,Puerto Rico,116,NA,NA,NA,15.168,376.232,794.4376,35044.67,NA,NA,NA,0.49,PRI,North America,NA,0,0
5095,5100,Cuba,117,0.007892328,96089.7,583,14.738,110.408,NA,NA,313.8,22.27857,35.2,-1.44,CUB,North America,24.6,313.8,1
21653,21656,United Arab Emirates,117,0.002599073,93812.93,333.2857,1.144,112.442,15246.53,67293.48,NA,32.35,46.7,-1.11,ARE,Asia,31.7,256.12,1
4041,3945,Chile,117,0.0132716,168945.4,14767,11.087,24.282,1739.885,22767.04,254.3357,28.87,58.3,1.05,CHL,South America,28,254.3357,1
18023,17941,Singapore,117,0.001212871,168807.7,12080.29,12.922,7915.731,NA,85535.38,246.4657,45.35,58.7,-0.06,SGP,Asia,6.1,246.4657,1
16813,16833,Qatar,117,0.001882125,133293.8,99.42857,1.307,227.322,2263.875,116935.6,240.582,44.01143,41.2,-1.2,QAT,Asia,35.1,240.582,1
1484,1379,Bahrain,117,0.00271606,365912.7,1222.429,2.372,1935.907,6490.03,43290.71,232.14,29.63,39.4,-1.41,BHR,Asia,29.8,232.14,1
18787,18817,South Korea,117,0.001495757,141696.9,404997.6,13.914,527.967,1499.264,35938.37,232.07,40.74,70.2,-2.2,KOR,Asia,4.7,232.07,1
16539,16546,Portugal,117,0.006007524,345501.1,11993.57,21.502,112.371,3809.622,27936.9,230.61,17.59,60.3,1.2,PRT,Europe,20.8,230.61,1
22113,22148,Uruguay,117,0.00820031,253045.1,1488.286,14.655,19.751,1699.432,20551.41,229.76,11.82,41.3,1.21,URY,South America,27.9,229.76,1
9931,9956,Italy,117,0.01168649,227619,61619.43,23.021,205.859,3257.767,35220.08,228.9371,43.69286,56.2,1.05,ITA,Europe,19.9,228.9371,1
4197,4090,China,117,0.03500253,98.741,2812.286,10.641,147.674,NA,15308.71,224.35,62.28857,48.2,-1.45,CHN,Asia,6.2,224.35,1
5399,5345,Denmark,117,0.00175471,503274.4,9046.429,19.677,136.52,10845.28,46682.51,221.7929,11.65,70.4,1.61,DNK,Europe,19.7,221.7929,1
3286,3290,Cambodia,117,0.0227064,8003.666,160.4286,4.412,90.672,174.5707,3645.07,216.664,27.33,39.2,-1.22, , ,3.9,216.664,1
1939,1910,Belgium,117,0.0083198,313956.5,9484,18.571,375.564,2775.53,42658.58,216.2,20.37,61,1.4,BEL,Europe,22.1,216.2,1
9624,9520,Ireland,117,0.00489654,269331.3,4680.857,13.928,69.874,2318.793,67335.29,213.425,11.11,59,1.32,IRL,Europe,25.3,213.425,1
3592,3493,Canada,117,0.01092927,87928.44,4902.429,16.984,4.037,1541.163,44017.59,212.5071,41.40857,75.3,1.52,CAN,North America,29.4,212.5071,1
7667,7668,Germany,117,0.007298614,206694.6,212188.4,21.453,237.016,1385.108,45229.25,211.2514,43.26,66,1.42,DEU,Europe,22.3,211.2514,1
1030,988,Australia,117,0.001530904,140336.7,40634,15.504,3.202,2496.947,44648.71,210.7057,36.13286,75.5,1.43,AUS,Oceania,20.1,210.7057,1
719,633,Argentina,117,0.01417212,197262.4,4116.857,11.198,16.177,775.0717,18933.91,210.4986,21.22,58.6,0.57,ARG,South America,28.3,210.4986,1
6907,6802,Finland,117,0.003579498,136460.4,9972.714,21.228,18.136,1842.66,40585.72,209.64,24.07,68.7,1.61,FIN,Europe,22.2,209.64,1
7063,6988,France,117,0.005937886,348678.5,78759.14,19.718,122.578,3736.251,38605.67,209.3714,23.52286,68.2,1.18,FRA,Europe,21.6,209.3714,0
14433,14392,New Zealand,117,0.000407368,76513.38,20695.29,15.322,18.206,1332.712,36085.84,208.6343,42.25714,54,1.62,NZL,Oceania,30.8,208.6343,0
21808,21701,United Kingdom,117,0.009615599,292078.5,77664.43,18.517,272.898,7049.077,39753.24,208.4386,23.15,77.9,1.38,GBR,Europe,27.8,208.4386,0
15032,15051,Norway,117,0.001341333,249993.6,4453.857,16.821,14.462,2021.787,64800.06,207.7957,11.11,64.6,1.73,NOR,Europe,23.1,207.7957,0
